Commune,Code Insee,url,Catégorie,Population,Site,https,Serveur,Version du serveur,Application,Version de l'application,Langage,Version du langage,Latitude,Longitude
Soissons ,02722,http://www.ville-soissons.fr,Pas à jour,28646,oui,non,Apache,2.2,WordPress,3.9.2,php,5.4.4,49.379431176804502,3.324626325355820
Soisy-sous-Montmorency ,95598,http://www.soisy-sous-montmorency.fr,À jour,17428,oui,non,Apache,2.2,SPIP,2.1.26,php,Inconnue,48.988363085963101,2.300841201422970
Soisy-sur-École,91599,http://www.soisysurecole.fr,Pas à jour,1357,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,48.478883811964003,2.481586550489400
Soisy-sur-Seine,91600,http://www.soisysurseine.com,Niveau de sécurité incertain,7048,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.3,48.660032580115299,2.462865990668100
Soizy-aux-Bois,51542,http://soizy-aux-bois.fr,Pas à jour,158,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,48.809707407568197,3.728788589192560
Solaize,69296,http://www.mairie-solaize.fr,Pas à jour,2777,oui,non,Apache,2.2,SPIP,2.1.10,php,Inconnue,45.646026045014999,4.838158841553990
Solérieux,26342,http://www.solerieux.fr,Pas à jour,327,oui,non,Apache,2.2,Joomla,Inconnue,php,5.3.14,44.348048903934398,4.825625876194150
Solesmes,59571,http://www.solesmes.fr,Pas à jour,4605,oui,non,Apache,Inconnue,Joomla,1.5,php,5.2.17,50.172246831316002,3.519418618489970
Solesmes,72336,http://www.solesmes72.fr,Informations masquées (vulnérabilités pas exposées),1372,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.844360522057400,-0.281542983354811
Soleymieu,38494,http://soleymieu.fr,Pas à jour,702,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,45.703683587846200,5.359094455403470
Soleymieux,42301,http://www.soleymieux.com,Informations masquées (vulnérabilités pas exposées),644,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,45.505920565210502,4.064136347706750
Solgne,57655,http://www.solgne.fr,Pas à jour,1060,oui,non,Apache,Inconnue,SPIP,2.1.0,php,Inconnue,48.968934154891102,6.299333742267220
Soliers,14675,http://www.plaine-sud-de-caen.com,Pas à jour,2156,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.2.6,49.131062288634297,-0.286981712808647
Solignac,87192,http://www.solignac.fr,Niveau de sécurité incertain,1506,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,45.754272467509701,1.257221224284470
Solignac-sous-Roche,43240,http://www.solignac-sous-roche.fr,Pas à jour,216,oui,non,Apache,Inconnue,WordPress,4.1,php,5.4.35,45.252111928571800,3.996370148410840
Soligny-la-Trappe,61475,http://mairie.wanadoo.fr/soligny-la-trappe,Informations masquées (vulnérabilités pas exposées),714,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.627061226568301,0.548540665752890
Sollacaro,2A284,http://www.mairie-sollacaro.fr,Pas à jour,355,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.8,41.741571864906497,8.879967366354879
Sollies-Pont,83130,http://www.ville-sollies-pont.fr,Pas à jour,11090,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.2.4,43.190823918900200,6.063417085565770
Solliès-Toucas,83131,http://www.ville-solliestoucas.fr,Niveau de sécurité incertain,5131,oui,non,IIS,7.5,e.Magnus,Inconnue,asp.net,Inconnue,43.212577859799197,5.987006114353550
Solliès-Ville,83132,http://www.solliesville.fr,Niveau de sécurité incertain,2464,oui,non,IIS,7.5,e.Magnus,Inconnue,asp.net,Inconnue,43.178267467999198,6.017907669722890
Sologny,71525,http://www.sologny.fr,Informations masquées (vulnérabilités pas exposées),560,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,46.371479884030599,4.672707434917270
Solutré-Pouilly,71526,http://www.mairie-solutre-pouilly.fr,À jour,370,oui,non,Apache,Inconnue,SPIP,2.1.26,php,Inconnue,46.293420967705103,4.724025342953720
Sombacour,25549,http://www.sombacour.fr,À jour,596,oui,non,Apache,Inconnue,SPIP,2.1.26,php,Inconnue,46.950162755981403,6.241119224738400
Sombernon,21611,http://www.sombernon.fr,À jour,978,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.4.37,47.310683735378802,4.702334286710910
Somloire,49336,http://www.somloire.mairie49.fr,Pas à jour,940,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.8,47.035289945461898,-0.595825878376817
Sommaing,59575,http://mairie.sommaing.free.fr,Pas à jour,338,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.3,50.266344765529396,3.494684350512090
Sommauthe,08424,http://www.sommauthe.com,Niveau de sécurité incertain,119,oui,non,IIS,7.0,Inconnue,Inconnue,asp.net,Inconnue,49.502566642966698,4.986650347254970
Sommepy-Tahure,51544,http://www.sommepy-tahure.fr,Pas à jour,618,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,49.243484842175903,4.592180102350740
Sommervieu,14676,http://www.sommervieu.fr,À jour,1068,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.4.37,49.292824824134797,-0.645866642216876
Sommières,30321,http://www.sommieres.fr,Pas à jour,4479,oui,non,Apache,2.4,Inconnue,Inconnue,php,5.5.17,43.775560900375702,4.082442482815630
Sommières-du-Clain,86264,http://www.sommieres-vienne.com,Niveau de sécurité incertain,804,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.4.36,46.276853102584496,0.374304959186431
Somsois,51551,http://www.somsois.fr,Pas à jour,184,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,48.606488329771800,4.496768152724990
Sondernach,68311,http://www.sondernach.fr,Pas à jour,656,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,47.977993156146397,7.073917405270620
Sonnac,17428,http://www.sonnac17.com,Niveau de sécurité incertain,526,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.3,45.831003237697601,-0.282009172294483
Sonnay,38496,http://www.sonnay.fr,Niveau de sécurité incertain,1299,oui,non,Apache,2.2,Inconnue,Inconnue,Inconnue,Inconnue,45.356734921856500,4.916380986621520
Sonnaz,73288,http://www.sonnaz.fr,Informations masquées (vulnérabilités pas exposées),1510,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,45.619756246200801,5.917151211095350
Sonzay,37249,http://www.sonzay.fr,Pas à jour,1294,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,47.512978404378302,0.477373148233383
Soorts-Hossegor,40304,http://www.soorts-hossegor.fr/,Niveau de sécurité incertain,3723,oui,oui,Apache,Inconnue,TYPO3,4.5,php,Inconnue,43.667929964670002,-1.412486330760390
Soppe-le-Haut,68314,http://www.soppe-le-haut.fr,Informations masquées (vulnérabilités pas exposées),564,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.729899310744898,7.062067337937480
Sorbey,57656,http://www.sorbey57.fr,Pas à jour,326,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.4.35,49.039583434757297,6.317022732871390
Sorbey,55495,http://www.sorbey.org,Informations masquées (vulnérabilités pas exposées),234,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,49.403813400008303,5.585060062050310
Sorbiers,42302,http://www.mairie-sorbiers.fr,À jour,7717,oui,non,Apache,2.2,SPIP,2.1.26,php,Inconnue,45.499490266740501,4.437504686958060
SORBO OCAGNANO,2B286,http://www.sorbo-ocagnano.fr/sorbo.php,Pas à jour,772,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.5,42.482741743764798,9.488730290410940
Sorbs,34303,http://www.sorbs.org,Informations masquées (vulnérabilités pas exposées),38,oui,non,Nginx,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,43.890931717091803,3.406890799143200
Sorède,66196,http://www.mairie-sorede.fr,Informations masquées (vulnérabilités pas exposées),3029,oui,non,Apache,Inconnue,Joomla,Inconnue,php,Inconnue,42.499700529202300,2.980690462416380
Sorel-Moussel,28377,http://www.am28.asso.fr,Pas à jour,1767,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.2.6,48.829675248030298,1.392904649447810
Sorèze,81288,http://www.ville-soreze.fr,Pas à jour,2610,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.9,43.441266142886001,2.080309562179060
Sorgeat,09298,http://www.sorgeat.fr,Informations masquées (vulnérabilités pas exposées),95,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,42.744038870833300,1.888593601734190
Sorges,24540,http://www.sorges-perigord.com,Pas à jour,1332,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.2.6,45.291933421308997,0.849971197223045
Sorgues ,84129,http://www.sorgues.fr,Niveau de sécurité incertain,18046,oui,non,IIS,7.5,Inconnue,Inconnue,Inconnue,Inconnue,44.014970637826302,4.866909899803100
Sorigny,37250,http://www.mairie-sorigny.com,À jour,2203,oui,non,Apache,Inconnue,WordPress,Inconnue,php,5.4.37,47.231366145970902,0.686823892068130
Sornay,71528,http://www.sornay71.fr,Informations masquées (vulnérabilités pas exposées),1961,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,46.621354844868797,5.170178171279690
Sospel,06136,http://www.sospel.fr,Niveau de sécurité incertain,3527,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.4.36,43.884293740317503,7.447776771007000
Sotta,2A288,http://www.sotta.fr,Pas à jour,1025,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,41.555464234424697,9.181891481950530
Sottevast,50579,http://www.ville-sottevast.fr,Niveau de sécurité incertain,1353,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,49.522697917386502,-1.605904760689840
Sotteville-lès-Rouen,76681,http://www.mairie-sotteville-les-rouen.fr,Pas à jour,28835,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,49.410602069324000,1.095494523615480
Sotteville-sous-le-Val,76682,http://www.sotteville-sous-le-val.fr,Niveau de sécurité incertain,772,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,49.317393589518097,1.115630693162130
Soual,81289,http://www.mairie-soual.fr,Pas à jour,2308,oui,non,Apache,Inconnue,Joomla,1.5,php,5.3.29,43.550665575124299,2.128954311839160
Soubise,17429,http://www.soubise.fr,Pas à jour,2909,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.12,45.909670958876298,-1.002689482040470
Soucelles,49337,http://www.soucelles.fr,Pas à jour,2620,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.3.29,47.582510015810797,-0.425747785717783
Souchez,62801,http://www.mairie-souchez.fr,Pas à jour,2523,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.2.10,50.388705667727599,2.743421189727710
Soucht,57658,http://www.soucht.fr,Pas à jour,1178,oui,non,Apache,Inconnue,Joomla,1.5,php,5.3.29,48.961886141736997,7.319810873494530
Soucieu-en-Jarrest,69176,http://www.soucieu-en-jarrest.fr,Pas à jour,3769,oui,non,Apache,2.2,Joomla,1.5,php,5.2.13,45.677040863417403,4.692011652272330
Soucy,89399,http://www.mairie-soucy.fr,Informations masquées (vulnérabilités pas exposées),1479,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.250945931311698,3.326392768618420
Soucy,02729,http://www.soucy.fr,Pas à jour,88,oui,non,Apache,Inconnue,SPIP,3.0.5,php,5.3.29,49.322021819453603,3.122828616322010
Soudan,44199,http://www.soudan44.fr,Informations masquées (vulnérabilités pas exposées),2013,oui,non,WMaker,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.725498789166203,-1.290417234740460
Soudan,79316,http://www.soudan79.fr,Pas à jour,452,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,46.432654297315899,-0.095548590023177
Soues,65433,http://www.soues.com,Pas à jour,3005,oui,non,Apache,1.3,Inconnue,Inconnue,php,4.4.4,43.206041070114800,0.099230530394722
Souesmes,41249,http://www.souesmes.fr,Pas à jour,1119,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.2,47.457188285984003,2.170454693607260
Souffelweyersheim,67471,http://www.souffelweyersheim.fr,Niveau de sécurité incertain,7425,oui,non,IIS,7.5,e.Magnus,Inconnue,asp.net,Inconnue,48.632276003777200,7.740554806975600
Soufflenheim,67472,http://www.mairie-soufflenheim.fr,Informations masquées (vulnérabilités pas exposées),4918,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.808252976014302,7.956112665970820
Sougé,41250,http://www.souge.org,Niveau de sécurité incertain,482,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.3,47.778790642046303,0.725913826469112
Sougé-le-Ganelon,72337,http://www.sougeleganelon.fr,Pas à jour,900,oui,non,SiteW,2,WordPress,2.5.1,php,5.3.29,48.314658627945803,-0.044232585264686
Sougères-en-Puisaye,89400,http://www.sougeresenpuisaye.fr,Informations masquées (vulnérabilités pas exposées),341,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.564108239793903,3.349132859841190
Sougy-sur-Loire,58280,http://www.sougysurloire.com,Informations masquées (vulnérabilités pas exposées),602,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,46.860901171200901,3.406334331618970
Souillac,46309,http://www.souillac-sur-dordogne.fr,Niveau de sécurité incertain,3817,oui,non,Apache,Inconnue,TYPO3,4.5,php,Inconnue,44.907425845356798,1.462993545535940
Souillé,72338,http://souille-infos.wifeo.com,Pas à jour,682,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.2.6,48.120308341341598,0.173109093968515
Souilly,55498,http://www.souilly.fr,Pas à jour,360,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.2.13,49.029116688060903,5.300502475806680
Soulac-sur-Mer,33514,http://www.mairie-soulac.fr,Pas à jour,2645,oui,non,Apache,2.2,Joomla,1.5,php,Inconnue,45.493547597622701,-1.108672936810920
Soulaire-et-Bourg,49339,http://www.soulaireetbourg.mairie49.fr,Pas à jour,1408,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.8,47.579880552969698,-0.542541200925083
Soulan,09301,http://soulan-ariege.fr/,À jour,352,oui,non,Apache,Inconnue,WordPress,4.0.1,php,5.4.37,42.916290227727004,1.243533915530620
Soulangy,14677,http://www.soulangy.fr,Niveau de sécurité incertain,258,oui,non,Apache,2.2,WebDev,Inconnue,Inconnue,Inconnue,48.939534380752399,-0.215095463852846
Soulaures,24542,http://www.pays-de-bergerac.com,Niveau de sécurité incertain,76,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,44.641481163635397,0.914976148141392
Soulgé-sur-Ouette,53262,http://www.agglo-laval.fr,Informations masquées (vulnérabilités pas exposées),1105,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.062698697525200,-0.558176579054164
Soulignac,33515,http://www.soulignac.fr,Pas à jour,450,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,44.696499054147701,-0.288590419145762
Soulitré,72341,http://www.soulitre.fr,Pas à jour,688,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.9,48.022539198485802,0.441091105808355
Soullans,85284,http://www.soullans.fr,Pas à jour,4088,oui,non,Apache,Inconnue,Joomla,1.5,php,5.2.17,46.795302652315698,-1.913664941057120
Soultz,68315,http://www.soultz68.fr,Niveau de sécurité incertain,7267,oui,non,Apache,2.2,Inconnue,Inconnue,Inconnue,Inconnue,47.882694833591600,7.179100595097620
Soultz-les-Bains,67473,http://www.soultz-les-bains.fr,Informations masquées (vulnérabilités pas exposées),928,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.567956984688799,7.477366867130360
Soultz-sous-Forêts,67474,http://www.soultzsousforets.fr,Informations masquées (vulnérabilités pas exposées),2939,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.946326648897497,7.873091087156890
Soultzbach-les-Bains,68316,http://www.soultzbach.com,Niveau de sécurité incertain,673,oui,non,Apache,2.2,Inconnue,Inconnue,Inconnue,Inconnue,48.027687784793500,7.203336710545230
Soultzeren,68317,http://www.soultzeren.fr,Pas à jour,1182,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,48.082880888629198,7.092128890059210
Soultzmatt,68318,http://soultzmatt-wintzfelden.fr,Pas à jour,2313,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,47.970326520766001,7.212475563818700
Souméras,17432,http://www.commune-soumeras.fr,Informations masquées (vulnérabilités pas exposées),348,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,45.294472852711301,-0.437725713024964
Soumoulou,64526,http://www.soumoulou.fr,Pas à jour,1436,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.2.17,43.261854706799497,-0.193204891434958
Souppes-sur-Loing,77458,http://www.souppes.fr,Pas à jour,5561,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.6,48.187017143919100,2.747308663139530
Souprosse,40309,http://www.souprosse.fr,Niveau de sécurité incertain,997,oui,non,Apache,2.2,eZ Publish,Inconnue,php,Inconnue,43.792738345526502,-0.716616397461576
Sourcieux-les-Mines,69177,http://www.sourcieuxlesmines.fr,Pas à jour,1908,oui,non,Apache,2.2,Joomla,Inconnue,php,5.2.9,45.798328896317003,4.630796377800860
Sourdeval,50582,http://www.sourdeval.fr,Pas à jour,2782,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,48.713779285086503,-0.892003859157379
Sours,28380,http://www.sours.fr,Niveau de sécurité incertain,1827,oui,non,Apache,2.2,Inconnue,Inconnue,Inconnue,Inconnue,48.413598695737797,1.596446983541370
Sourzac,24543,http://www.sourzac.fr,Pas à jour,1105,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.3.29,45.049418688293400,0.415192836179843
Sousceyrac,46311,http://www.sousceyrac.fr,Niveau de sécurité incertain,907,oui,non,Apache,Inconnue,TYPO3,4.5,php,Inconnue,44.880321433134100,2.035792302890980
Soustelle,30323,http://www.soustelle.fr,Pas à jour,152,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.29,44.172447082328702,4.000075486717770
Soustons ,40310,http://www.mairie-soustons.fr,Pas à jour,7294,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.3.29,43.749793195978498,-1.328266573147420
Souternon,42303,http://www.souternon.fr,Pas à jour,326,oui,non,Apache,2.2,Inconnue,Inconnue,php,4.4.8,45.880115841693801,3.990086542091510
Souvigné,79319,http://www.souvigne.fr,Pas à jour,869,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,46.358975159605201,-0.170676969627528
Souvigné,37251,http://www.souvigne37.fr,Informations masquées (vulnérabilités pas exposées),779,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.515206832991602,0.403352287137601
Souvigné-sur-Sarthe,72343,http://www.souvigne-sur-sarthe.fr,Informations masquées (vulnérabilités pas exposées),610,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.825191657462803,-0.412035868495593
Souvigny,03275,http://www.ville-souvigny.com,Informations masquées (vulnérabilités pas exposées),1989,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,46.523891851855900,3.189773434538970
Souvigny-en-Sologne,41251,http://www.souvigny-en-sologne.fr,Pas à jour,494,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.12,47.649727509907599,2.167566347571850
Souzay-Champigny,49341,http://www.souzay-champigny.mairie49.fr,Pas à jour,753,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.8,47.217701020388603,-0.021046216655516
Souzy,69178,http://www.souzy.fr,Pas à jour,707,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.4.4,45.703864328291402,4.451200915278160
Soyaux,16374,http://www.soyaux.fr,Pas à jour,9561,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.3.10,45.639290806247701,0.207006286408194
Soyécourt,80741,http://www.soyecourt.com,Pas à jour,185,oui,non,Apache,1.3,Inconnue,Inconnue,Inconnue,Inconnue,49.864020801730703,2.795934038297820
Soyons,07316,http://www.soyons.fr,À jour,1921,oui,non,Apache,Inconnue,SPIP,3.0.17,php,Inconnue,44.892256545944498,4.850995522365290
Spay,72344,http://www.ville-spay.fr,À jour,2846,oui,non,Apache,Inconnue,SPIP,3.0.17,php,Inconnue,47.925241077262100,0.151085575231187
Spechbach-le-Bas,68319,http://spechbach-bas.fr,Informations masquées (vulnérabilités pas exposées),728,oui,non,Nginx,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.672934938010101,7.230858593312270
Spechbach-le-Haut,68320,http://www.spechbach-le-haut.fr,Informations masquées (vulnérabilités pas exposées),664,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.686000654271197,7.218879260969720
Speloncato,2B290,http://speloncato.fr,Pas à jour,285,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.29,42.574055917302900,8.969637120393520
Spéracèdes,06137,http://www.speracedes.fr,Pas à jour,1266,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.27,43.653086879558401,6.857506116025450
Spézet,29278,http://www.mairie-spezet.fr,Pas à jour,1816,oui,non,Apache,Inconnue,Joomla,1.5,php,5.2.17,48.186123216124699,-3.691953238988810
Spicheren,57659,http://www.spicheren.fr,Pas à jour,3212,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.2.10,49.195189643729698,6.971395124885770
Spoy,21614,http://www.covati.fr,Niveau de sécurité incertain,298,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.3,47.445526312212998,5.186922696425980
Spycker,59576,http://www.mairie-spycker.fr,Pas à jour,1594,oui,non,Apache,Inconnue,WordPress,4.1,php,5.2.17,50.975453905537698,2.313464701484160
ST ILPIZE,43195,http://mairiest-ilpize.fr,À jour,176,oui,non,Apache,Inconnue,WordPress,4.1,php,5.4.37,45.199792806155699,3.406403096241780
ST JOSSE,62752,http://www.saint-josse-sur-mer.fr,Pas à jour,1188,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,50.481390933740499,1.663861440331430
Staffelfelden,68321,http://www.ville-staffelfelden.fr,Pas à jour,3657,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,47.827189325931002,7.252660446827840
Stains,93072,http://www.ville-stains.fr,Informations masquées (vulnérabilités pas exposées),33829,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.956638049634897,2.384834202238940
Stattmatten,67476,http://www.stattmatten.fr,Niveau de sécurité incertain,677,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,48.794532245402898,8.017432046440840
Steenbecque,59578,http://www.steenbecque.fr,Informations masquées (vulnérabilités pas exposées),1743,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,50.677683663179103,2.488236234966480
Steene,59579,http://steene.fr,Pas à jour,1272,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.3.29,50.953454791921700,2.371708167800920
Steenvoorde,59580,http://www.mairie-steenvoorde.fr,Informations masquées (vulnérabilités pas exposées),4055,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,50.821488590033098,2.585423757963470
Steinbourg,67478,http://www.steinbourg.fr,Informations masquées (vulnérabilités pas exposées),1979,oui,non,Apache,Inconnue,e.Magnus,Inconnue,Inconnue,Inconnue,48.764340182800701,7.413733464983350
Steinsoultz,68325,http://www.steinsoultz.net,Pas à jour,783,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,47.558290624887597,7.345985636853970
Stenay,55502,http://www.stenay.fr,Pas à jour,2779,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,49.500250119177501,5.198124921962630
Stiring-Wendel,57660,http://www.stiring-wendel.info,Pas à jour,12438,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,49.202135745389398,6.932098661255740
Stosswihr,68329,http://www.stosswihr.com,Pas à jour,1409,oui,non,Apache,Inconnue,Joomla,1.6,php,5.3.29,48.055058935182601,7.060619941106740
Stotzheim,67481,http://www.stotzheim.fr,Niveau de sécurité incertain,1080,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.3,48.375425784606897,7.507210037052880
Strasbourg ,67482,http://www.strasbourg.eu,Niveau de sécurité incertain,271782,oui,oui,Apache,2.2,Inconnue,Inconnue,Inconnue,Inconnue,48.571281780675299,7.767766207033110
Strazeele,59582,http://strazeele.info,Informations masquées (vulnérabilités pas exposées),773,oui,non,Nginx,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,50.723982129890700,2.619660687130780
Stuckange,57767,http://www.mairie-stuckange.fr,Pas à jour,1027,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,49.324480728710803,6.231708750800810
Sturzelbronn,57661,http://www.sturzelbronn.fr,Pas à jour,187,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,49.053406598559299,7.593260027333760
Stutzheim-Offenheim,67485,http://www.stutzheim-offenheim.fr,Pas à jour,1453,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.4.35,48.626606273031300,7.627383313947900
Suaux,16375,http://www.suaux.fr,Pas à jour,377,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.9,45.847550789644700,0.513920633297305
Succieu,38498,http://www.succieu.fr,À jour,703,oui,non,Apache,Inconnue,SPIP,2.1.26,php,Inconnue,45.529599541937699,5.342640222585040
Sucé-sur-Erdre,44201,http://www.suce-sur-erdre.fr,Informations masquées (vulnérabilités pas exposées),6258,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.353552026114400,-1.519460526143370
Sucy-en-Brie,94071,http://www.ville-sucy.fr,Niveau de sécurité incertain,25820,oui,non,Apache,2.2,eZ Publish,Inconnue,php,Inconnue,48.765663546751902,2.533151423905490
Suèvres,41252,http://www.mairie.suevres.com,Informations masquées (vulnérabilités pas exposées),1498,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.681592920363698,1.453962286939430
Suilly-la-Tour,58281,http://www.suillylatour.fr,Informations masquées (vulnérabilités pas exposées),588,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.333530392807198,3.072317225500640
Suippes,51559,http://www.suippes.fr,Pas à jour,3977,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,49.125548005796098,4.525400425750550
Sully-sur-Loire,45315,http://www.sully-sur-loire.fr,Informations masquées (vulnérabilités pas exposées),5443,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.752182048123800,2.356885521504560
Sulniac,56247,http://www.sulniac.fr,Pas à jour,3206,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.2.6,47.660222007655300,-2.562123201223880
Sumène,30325,http://www.sumene.fr,Pas à jour,1614,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.5,43.988561079321400,3.732243365193750
Sundhouse,67486,http://www.sundhouse.fr,Informations masquées (vulnérabilités pas exposées),1578,oui,non,Nginx,Inconnue,Joomla,Inconnue,php,Inconnue,48.254990642971897,7.630226869837490
Supt,39522,http://www.monclocher.com,Pas à jour,106,oui,non,Apache,Inconnue,WordPress,3.3.2,php,Inconnue,46.854195538979297,5.981255786491150
